Rk,Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,next-page-from-root,next-page-from-root-href,next-page-from-next-page,next-page-from-next-page-href
"143","Clint Capela","21-172","C","2015-11-06","HOU","SAC","1","26","6","8",".750","6","8",".750","0","0","","1","3",".333","2","10","12","2","0","4","2","5","13","13.6","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","",""
"697","Zach Randolph","34-114","F","2015-11-07","MEM","UTA","1","38","5","12",".417","5","12",".417","0","0","","0","0","","3","6","9","2","1","0","2","3","10","6.7","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=600"
"703","Austin Rivers","23-095","G","2015-11-04","LAC","GSW","0","24","4","8",".500","4","6",".667","0","2",".000","0","0","","0","0","0","0","0","1","0","6","8","2.3","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=700"
"574","Ben McLemore","22-265","G","2015-11-03","SAC","MEM","1","20","1","5",".200","1","3",".333","0","2",".000","0","0","","0","2","2","2","0","0","2","3","2","-2.3","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=500"
"717","Derrick Rose","27-032","G","2015-11-05","CHI","OKC","1","37","12","25",".480","12","24",".500","0","1",".000","5","6",".833","1","4","5","7","0","0","2","1","29","20.3","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=700"
"374","Tobias Harris","23-112","F","2015-11-04","ORL","HOU","1","21","6","10",".600","5","8",".625","1","2",".500","3","4",".750","2","3","5","2","1","0","2","3","16","12.5","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=300"
"604","Marcus Morris","26-065","F","2015-11-06","DET","PHO","1","39","7","14",".500","5","10",".500","2","4",".500","4","6",".667","1","5","6","2","2","0","1","1","20","16.4","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=600"
"518","Kawhi Leonard","24-126","F","2015-11-02","SAS","NYK","1","36","8","16",".500","7","12",".583","1","4",".250","1","1","1.000","2","12","14","1","2","4","2","4","18","16.9","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=500"
"628","Nerlens Noel","21-208","F-C","2015-11-04","PHI","MIL","1","33","8","16",".500","8","16",".500","0","0","","1","2",".500","5","7","12","1","1","1","3","5","17","11.6","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=600"
"127","Jimmy Butler","26-048","G-F","2015-11-01","CHI","ORL","1","33","4","10",".400","4","8",".500","0","2",".000","6","8",".750","0","4","4","5","4","2","0","0","14","17.9","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","",""
"746","Tony Snell","23-356","G-F","2015-11-01","CHI","ORL","1","26","3","6",".500","1","2",".500","2","4",".500","0","0","","0","4","4","0","0","1","1","1","8","5.5","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=700"
"337","Draymond Green","25-245","F","2015-11-04","GSW","LAC","1","39","3","11",".273","2","5",".400","1","6",".167","3","4",".750","2","3","5","5","0","0","3","5","10","3.9","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=300"
"332","Danny Green","28-133","G-F","2015-11-02","SAS","NYK","1","27","2","6",".333","2","4",".500","0","2",".000","0","0","","2","3","5","1","0","1","1","0","4","3.3","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=300"
"379","Gordon Hayward","25-226","F-G","2015-11-04","UTA","POR","1","38","7","20",".350","6","15",".400","1","5",".200","4","6",".667","0","2","2","0","0","0","2","2","19","4.8","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=300"
"882","Justise Winslow","19-227","F","2015-11-08","MIA","TOR","0","32","3","8",".375","3","7",".429","0","1",".000","3","4",".750","1","4","5","1","1","0","2","2","9","5.0","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=800"
"859","Andrew Wiggins","20-257","F-G","2015-11-07","MIN","CHI","1","41","11","27",".407","7","22",".318","4","5",".800","5","10",".500","1","2","3","2","0","1","1","3","31","15.7","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=800"
"45","Luke Babbitt","26-139","F","2015-11-06","NOP","ATL","1","29","5","10",".500","4","4","1.000","1","6",".167","2","2","1.000","0","4","4","1","0","0","1","5","13","6.9","","","",""
"384","Roy Hibbert","28-325","C","2015-11-01","LAL","DAL","1","26","1","2",".500","1","2",".500","0","0","","2","4",".500","3","5","8","2","0","2","3","4","4","4.0","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=300"
"204","Ed Davis","26-153","F","2015-11-05","POR","MEM","0","23","4","5",".800","4","5",".800","0","0","","1","3",".333","1","7","8","2","0","0","1","1","9","9.1","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=100","Next page","http://www.basketball-reference.com/play-index/pgl_finder.cgi?request=1&player_id=&match=game&year_min=2016&year_max=2016&age_min=0&age_max=99&team_id=&opp_id=&is_playoffs=N&round_id=&game_num_type=season&game_num_min=&game_num_max=&game_month=11&game_location=&game_result=&is_starter=&is_active=&is_hof=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=mp&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=player&order_by_asc=Y&offset=200"
